Sample	Trim_or_Raw	Direction	Filename	Read_Length	Num_Reads
HI.0735.004.Index_11	rawdata	R2	/isilon/biodiversity/data/raw/illumina/GQC/HI.0735.004/pipeline_copy/HI.0735.004.Index_11.Lis_sain_Brad_ajoute_R2.fq	100	45761607
S00141B	trimdata	R1	../../processing_test/G_rostochiensis/DNA/Gr_S00141B/data//S00141B_NoIndex_L007_trim_4-0-0_R1.fq	47	108669886
S00141B	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D20DTACXX/S00141B_NoIndex_L007_R1.fq	51	108669886
S00141B	trimdata	R2	../../processing_test/G_rostochiensis/DNA/Gr_S00141B/data//S00141B_NoIndex_L007_trim_8-0-0_R2.fq	43	108669886
S00141B	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D20DTACXX/S00141B_NoIndex_L007_R2.fq	51	108669886
S001387	trimdata	R1	../../processing_test/T_caries/DNA/Tca_S001387/data//S001387_ATTCCT_L001_trim_9-0-0_R1.fq	92	15203213
S001387	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231CACXX/S001387_ATTCCT_L001_R1.fq	101	15203213
S001387	trimdata	R2	../../processing_test/T_caries/DNA/Tca_S001387/data//S001387_ATTCCT_L001_trim_9-0-0_R2.fq	92	15203213
S001387	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231CACXX/S001387_ATTCCT_L001_R2.fq	101	15203213
S00107C	trimdata	R1	../../processing_test/P_infestans/RNA/Pi_S00107C/data//S00107C_ACAGTG_L007_trim_10-0-0_R1.fq	91	40035889
S00107C	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00107C_ACAGTG_L007_R1.fq	101	40035889
S00107C	trimdata	R2	../../processing_test/P_infestans/RNA/Pi_S00107C/data//S00107C_ACAGTG_L007_trim_10-0-0_R2.fq	91	40035889
S00107C	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00107C_ACAGTG_L007_R2.fq	101	40035889
S000D05	trimdata	R1	../../processing_test/T_controversa/DNA/Tc_S000D05/data//S000D05_CCGTCC_L001_trim_4-0-0_R1.fq	97	9702647
S000D05	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D05_CCGTCC_L001_R1.fq	101	9702647
S000D05	trimdata	R2	../../processing_test/T_controversa/DNA/Tc_S000D05/data//S000D05_CCGTCC_L001_trim_4-0-0_R2.fq	97	9702647
S000D05	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D05_CCGTCC_L001_R2.fq	101	9702647
S000D0E	trimdata	R1	../../processing_test/P_verrucosum/RNA/Pv_S000D0E/data//S000D0E_GATCAG_L003_trim_10-0-0_R1.fq	91	14481581
S000D0E	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D0E_GATCAG_L003_R1.fq	101	14481581
S000D0E	trimdata	R2	../../processing_test/P_verrucosum/RNA/Pv_S000D0E/data//S000D0E_GATCAG_L003_trim_10-0-0_R2.fq	91	14481581
S000D0E	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D0E_GATCAG_L003_R2.fq	101	14481581
S000D10	trimdata	R1	../../processing_test/P_verrucosum/RNA/Pv_S000D10/data//S000D10_CAGATC_L003_trim_10-0-0_R1.fq	91	29806954
S000D10	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D10_CAGATC_L003_R1.fq	101	29806954
S000D10	trimdata	R2	../../processing_test/P_verrucosum/RNA/Pv_S000D10/data//S000D10_CAGATC_L003_trim_10-0-0_R2.fq	91	29806954
S000D10	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D10_CAGATC_L003_R2.fq	101	29806954
S001416	trimdata	R1	../../processing_test/T_indica/DNA/Ti_S001416/data//S001416_NoIndex_L003_trim_6-0-0_R1.fq	45	119599978
S001416	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D20DTACXX/S001416_NoIndex_L003_R1.fq	51	119599978
S001416	trimdata	R2	../../processing_test/T_indica/DNA/Ti_S001416/data//S001416_NoIndex_L003_trim_8-0-0_R2.fq	43	119599978
S001416	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D20DTACXX/S001416_NoIndex_L003_R2.fq	51	119599978
S000D01	trimdata	R1	../../processing_test/T_walkeri/DNA/Tw_S000D01/data//S000D01_GTGAAA_L001_trim_8-0-0_R1.fq	93	13342499
S000D01	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D01_GTGAAA_L001_R1.fq	101	13342499
S000D01	trimdata	R2	../../processing_test/T_walkeri/DNA/Tw_S000D01/data//S000D01_GTGAAA_L001_trim_8-0-0_R2.fq	93	13342499
S000D01	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D01_GTGAAA_L001_R2.fq	101	13342499
S000D16	trimdata	R1	../../processing_test/P_verrucosum/RNA/Pv_S000D16/data//S000D16_TGACCA_L003_trim_10-0-0_R1.fq	91	21027463
S000D16	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D16_TGACCA_L003_R1.fq	101	21027463
S000D16	trimdata	R2	../../processing_test/P_verrucosum/RNA/Pv_S000D16/data//S000D16_TGACCA_L003_trim_10-0-0_R2.fq	91	21027463
S000D16	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D16_TGACCA_L003_R2.fq	101	21027463
S00106A	trimdata	R1	../../processing_test/P_verrucosum/DNA/Pv_S00106A/data//S00106A_ACAGTG_L002_trim_7-0-0_R1.fq	94	2513780
S00106A	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00106A_ACAGTG_L002_R1.fq	101	2513780
S00106A	trimdata	R2	../../processing_test/P_verrucosum/DNA/Pv_S00106A/data//S00106A_ACAGTG_L002_trim_8-0-0_R2.fq	93	2513780
S00106A	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00106A_ACAGTG_L002_R2.fq	101	2513780
S000CFE	trimdata	R1	../../processing_test/P_wasabiae/DNA/Pw_S000CFE/data//S000CFE_GTTTCG_L001_trim_5-0-0_R1.fq	96	4341320
S000CFE	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000CFE_GTTTCG_L001_R1.fq	101	4341320
S000CFE	trimdata	R2	../../processing_test/P_wasabiae/DNA/Pw_S000CFE/data//S000CFE_GTTTCG_L001_trim_5-0-0_R2.fq	96	4341320
S000CFE	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000CFE_GTTTCG_L001_R2.fq	101	4341320
S00106C	trimdata	R1	../../processing_test/P_stewartii/DNA/Ps_S00106C/data//S00106C_ATCACG_L002_trim_5-0-0_R1.fq	96	5692118
S00106C	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00106C_ATCACG_L002_R1.fq	101	5692118
S00106C	trimdata	R2	../../processing_test/P_stewartii/DNA/Ps_S00106C/data//S00106C_ATCACG_L002_trim_6-0-0_R2.fq	95	5692118
S00106C	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00106C_ATCACG_L002_R2.fq	101	5692118
S00107D	trimdata	R1	../../processing_test/A_lanthierii/DNA/Al_S00107D/data//S00107D_TTAGGC_L007_trim_6-0-0_R1.fq	95	6659277
S00107D	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00107D_TTAGGC_L007_R1.fq	101	6659277
S00107D	trimdata	R2	../../processing_test/A_lanthierii/DNA/Al_S00107D/data//S00107D_TTAGGC_L007_trim_6-0-0_R2.fq	95	6659277
S00107D	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00107D_TTAGGC_L007_R2.fq	101	6659277
S00107F	trimdata	R1	../../processing_test/P_infestans/RNA/Pi_S00107F/data//S00107F_GCCAAT_L007_trim_10-0-0_R1.fq	91	12734215
S00107F	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00107F_GCCAAT_L007_R1.fq	101	12734215
S00107F	trimdata	R2	../../processing_test/P_infestans/RNA/Pi_S00107F/data//S00107F_GCCAAT_L007_trim_10-0-0_R2.fq	91	12734215
S00107F	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00107F_GCCAAT_L007_R2.fq	101	12734215
S000D0B	trimdata	R1	../../processing_test/P_verrucosum/RNA/Pv_S000D0B/data//S000D0B_TAGCTT_L003_trim_10-0-0_R1.fq	91	15590886
S000D0B	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D0B_TAGCTT_L003_R1.fq	101	15590886
S000D0B	trimdata	R2	../../processing_test/P_verrucosum/RNA/Pv_S000D0B/data//S000D0B_TAGCTT_L003_trim_10-0-0_R2.fq	91	15590886
S000D0B	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D0B_TAGCTT_L003_R2.fq	101	15590886
S00106D	trimdata	R1	../../processing_test/B_undulatus/DNA/Bu_S00106D/data//S00106D_CTTGTA_L002_trim_8-0-0_R1.fq	93	6084290
S00106D	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00106D_CTTGTA_L002_R1.fq	101	6084290
S00106D	trimdata	R2	../../processing_test/B_undulatus/DNA/Bu_S00106D/data//S00106D_CTTGTA_L002_trim_9-0-0_R2.fq	92	6084290
S00106D	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00106D_CTTGTA_L002_R2.fq	101	6084290
S001068	trimdata	R1	../../processing_test/P_verrucosum/DNA/Pv_S001068/data//S001068_TGACCA_L002_trim_5-0-0_R1.fq	96	14921400
S001068	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S001068_TGACCA_L002_R1.fq	101	14921400
S001068	trimdata	R2	../../processing_test/P_verrucosum/DNA/Pv_S001068/data//S001068_TGACCA_L002_trim_7-0-0_R2.fq	94	14921400
S001068	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S001068_TGACCA_L002_R2.fq	101	14921400
S000D09	trimdata	R1	../../processing_test/P_verrucosum/RNA/Pv_S000D09/data//S000D09_GCCAAT_L003_trim_10-0-0_R1.fq	91	50034842
S000D09	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D09_GCCAAT_L003_R1.fq	101	50034842
S000D09	trimdata	R2	../../processing_test/P_verrucosum/RNA/Pv_S000D09/data//S000D09_GCCAAT_L003_trim_10-0-0_R2.fq	91	50034842
S000D09	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D09_GCCAAT_L003_R2.fq	101	50034842
S00138D	trimdata	R1	../../processing_test/G_rostochiensis/DNA/Gr_S00138D/data//S00138D_ACAGTG_L002_trim_9-0-0_R1.fq	92	40704272
S00138D	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231CACXX/S00138D_ACAGTG_L002_R1.fq	101	40704272
S00138D	trimdata	R2	../../processing_test/G_rostochiensis/DNA/Gr_S00138D/data//S00138D_ACAGTG_L002_trim_9-0-0_R2.fq	92	40704272
S00138D	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231CACXX/S00138D_ACAGTG_L002_R2.fq	101	40704272
HI.0735.004.Index_8	trimdata	R1	../../processing_test/G_rostochiensis/RNA/Gr_HI.0735.004.Index_8/data//HI.0735.004.Index_8.kyste_Gros_48h_trim_10-0-0_R1.fq	90	17295428
HI.0735.004.Index_8	rawdata	R1	/isilon/biodiversity/data/raw/illumina/GQC/HI.0735.004/pipeline_copy/HI.0735.004.Index_8.kyste_Gros_48h_R1.fq	100	17295428
HI.0735.004.Index_8	trimdata	R2	../../processing_test/G_rostochiensis/RNA/Gr_HI.0735.004.Index_8/data//HI.0735.004.Index_8.kyste_Gros_48h_trim_10-0-0_R2.fq	90	17297146
HI.0735.004.Index_8	rawdata	R2	/isilon/biodiversity/data/raw/illumina/GQC/HI.0735.004/pipeline_copy/HI.0735.004.Index_8.kyste_Gros_48h_R2.fq	100	17295428
S00106B	trimdata	R1	../../processing_test/P_thymicola/DNA/Pth_S00106B/data//S00106B_CGATGT_L002_trim_5-0-0_R1.fq	96	14110795
S00106B	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00106B_CGATGT_L002_R1.fq	101	14110795
S00106B	trimdata	R2	../../processing_test/P_thymicola/DNA/Pth_S00106B/data//S00106B_CGATGT_L002_trim_5-0-0_R2.fq	96	14110795
S00106B	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00106B_CGATGT_L002_R2.fq	101	14110795
S000D12	trimdata	R1	../../processing_test/P_verrucosum/RNA/Pv_S000D12/data//S000D12_GGCTAC_L002_trim_10-0-0_R1.fq	91	24348307
S000D12	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D12_GGCTAC_L002_R1.fq	101	24348307
S000D12	trimdata	R2	../../processing_test/P_verrucosum/RNA/Pv_S000D12/data//S000D12_GGCTAC_L002_trim_10-0-0_R2.fq	91	24348307
S000D12	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D12_GGCTAC_L002_R2.fq	101	24348307
S000D13	trimdata	R1	../../processing_test/P_verrucosum/RNA/Pv_S000D13/data//S000D13_ACAGTG_L001_trim_10-0-0_R1.fq	91	20246851
S000D13	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D13_ACAGTG_L001_R1.fq	101	20246851
S000D13	trimdata	R2	../../processing_test/P_verrucosum/RNA/Pv_S000D13/data//S000D13_ACAGTG_L001_trim_10-0-0_R2.fq	91	20246851
S000D13	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D13_ACAGTG_L001_R2.fq	101	20246851
S00107E	trimdata	R1	../../processing_test/D_dipsaci/RNA/Ddi_S00107E/data//S00107E_CAGATC_L007_trim_10-0-0_R1.fq	91	15559985
S00107E	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00107E_CAGATC_L007_R1.fq	101	15559985
S00107E	trimdata	R2	../../processing_test/D_dipsaci/RNA/Ddi_S00107E/data//S00107E_CAGATC_L007_trim_11-0-0_R2.fq	90	15559985
S00107E	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00107E_CAGATC_L007_R2.fq	101	15559985
S00138A	trimdata	R1	../../processing_test/G_rostochiensis/DNA/Gr_S00138A/data//S00138A_GCCAAT_L002_trim_9-0-0_R1.fq	92	33018755
S00138A	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231CACXX/S00138A_GCCAAT_L002_R1.fq	101	33018755
S00138A	trimdata	R2	../../processing_test/G_rostochiensis/DNA/Gr_S00138A/data//S00138A_GCCAAT_L002_trim_9-0-0_R2.fq	92	33018755
S00138A	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231CACXX/S00138A_GCCAAT_L002_R2.fq	101	33018755
HI.0735.004.Index_6	trimdata	R1	../../processing_test/G_rostochiensis/RNA/Gr_HI.0735.004.Index_6/data//HI.0735.004.Index_6.kyste_Gros_8h_trim_10-0-0_R1.fq	90	16274761
HI.0735.004.Index_6	rawdata	R1	/isilon/biodiversity/data/raw/illumina/GQC/HI.0735.004/pipeline_copy/HI.0735.004.Index_6.kyste_Gros_8h_R1.fq	100	16273316
HI.0735.004.Index_6	trimdata	R2	../../processing_test/G_rostochiensis/RNA/Gr_HI.0735.004.Index_6/data//HI.0735.004.Index_6.kyste_Gros_8h_trim_10-0-0_R2.fq	90	16274906
HI.0735.004.Index_6	rawdata	R2	/isilon/biodiversity/data/raw/illumina/GQC/HI.0735.004/pipeline_copy/HI.0735.004.Index_6.kyste_Gros_8h_R2.fq	100	16273316
HI.0735.004.Index_9	trimdata	R1	../../processing_test/G_rostochiensis/RNA/Gr_HI.0735.004.Index_9/data//HI.0735.004.Index_9.kyste_Gros_7j_trim_10-0-0_R1.fq	90	17577360
HI.0735.004.Index_9	rawdata	R1	/isilon/biodiversity/data/raw/illumina/GQC/HI.0735.004/pipeline_copy/HI.0735.004.Index_9.kyste_Gros_7j_R1.fq	100	17575573
HI.0735.004.Index_9	trimdata	R2	../../processing_test/G_rostochiensis/RNA/Gr_HI.0735.004.Index_9/data//HI.0735.004.Index_9.kyste_Gros_7j_trim_10-0-0_R2.fq	90	17577419
HI.0735.004.Index_9	rawdata	R2	/isilon/biodiversity/data/raw/illumina/GQC/HI.0735.004/pipeline_copy/HI.0735.004.Index_9.kyste_Gros_7j_R2.fq	100	17575573
HI.0735.004.Index_10	trimdata	R1	../../processing_test/G_rostochiensis/RNA/Gr_HI.0735.004.Index_10/data//HI.0735.004.Index_10.J2_Gros_1mois_trim_10-0-0_R1.fq	90	17120314
HI.0735.004.Index_10	rawdata	R1	/isilon/biodiversity/data/raw/illumina/GQC/HI.0735.004/pipeline_copy/HI.0735.004.Index_10.J2_Gros_1mois_R1.fq	100	17118802
HI.0735.004.Index_10	trimdata	R2	../../processing_test/G_rostochiensis/RNA/Gr_HI.0735.004.Index_10/data//HI.0735.004.Index_10.J2_Gros_1mois_trim_9-0-0_R2.fq	91	17120469
HI.0735.004.Index_10	rawdata	R2	/isilon/biodiversity/data/raw/illumina/GQC/HI.0735.004/pipeline_copy/HI.0735.004.Index_10.J2_Gros_1mois_R2.fq	100	17118802
S000D0A	trimdata	R1	../../processing_test/P_verrucosum/RNA/Pv_S000D0A/data//S000D0A_GCCAAT_L001_trim_10-0-0_R1.fq	91	18136397
S000D0A	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D0A_GCCAAT_L001_R1.fq	101	18136397
S000D0A	trimdata	R2	../../processing_test/P_verrucosum/RNA/Pv_S000D0A/data//S000D0A_GCCAAT_L001_trim_10-0-0_R2.fq	91	18136397
S000D0A	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D0A_GCCAAT_L001_R2.fq	101	18136397
S000D18	trimdata	R1	../../processing_test/P_verrucosum/RNA/Pv_S000D18/data//S000D18_CAGATC_L002_trim_10-0-0_R1.fq	91	17022025
S000D18	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D18_CAGATC_L002_R1.fq	101	17022025
S000D18	trimdata	R2	../../processing_test/P_verrucosum/RNA/Pv_S000D18/data//S000D18_CAGATC_L002_trim_10-0-0_R2.fq	91	17022025
S000D18	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D18_CAGATC_L002_R2.fq	101	17022025
S00138B	trimdata	R1	../../processing_test/R_solanacearum/DNA/Rs_S00138B/data//S00138B_TGACCA_L001_trim_9-0-0_R1.fq	92	24746151
S00138B	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231CACXX/S00138B_TGACCA_L001_R1.fq	101	24746151
S00138B	trimdata	R2	../../processing_test/R_solanacearum/DNA/Rs_S00138B/data//S00138B_TGACCA_L001_trim_9-0-0_R2.fq	92	24746151
S00138B	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231CACXX/S00138B_TGACCA_L001_R2.fq	101	24746151
HI.0735.004.Index_5	trimdata	R1	../../processing_test/G_rostochiensis/RNA/Gr_HI.0735.004.Index_5/data//HI.0735.004.Index_5.kyste_Gros_1h_trim_61-0-0_R1.fq	39	15930432
HI.0735.004.Index_5	rawdata	R1	/isilon/biodiversity/data/raw/illumina/GQC/HI.0735.004/pipeline_copy/HI.0735.004.Index_5.kyste_Gros_1h_R1.fq	100	15925285
HI.0735.004.Index_5	trimdata	R2	../../processing_test/G_rostochiensis/RNA/Gr_HI.0735.004.Index_5/data//HI.0735.004.Index_5.kyste_Gros_1h_trim_56-0-0_R2.fq	44	15929974
HI.0735.004.Index_5	rawdata	R2	/isilon/biodiversity/data/raw/illumina/GQC/HI.0735.004/pipeline_copy/HI.0735.004.Index_5.kyste_Gros_1h_R2.fq	100	15925285
S000D04	trimdata	R1	../../processing_test/T_indica/DNA/Ti_S000D04/data//S000D04_GTCCGC_L001_trim_4-0-0_R1.fq	97	9709360
S000D04	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D04_GTCCGC_L001_R1.fq	101	9709360
S000D04	trimdata	R2	../../processing_test/T_indica/DNA/Ti_S000D04/data//S000D04_GTCCGC_L001_trim_4-0-0_R2.fq	97	9709360
S000D04	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D04_GTCCGC_L001_R2.fq	101	9709360
S000CFF	trimdata	R1	../../processing_test/R_solanacearum/DNA/Rs_S000CFF/data//S000CFF_GTGGCC_L001_trim_4-0-0_R1.fq	97	13654512
S000CFF	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000CFF_GTGGCC_L001_R1.fq	101	13654512
S000CFF	trimdata	R2	../../processing_test/R_solanacearum/DNA/Rs_S000CFF/data//S000CFF_GTGGCC_L001_trim_4-0-0_R2.fq	97	13654512
S000CFF	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000CFF_GTGGCC_L001_R2.fq	101	13654512
S000D03	trimdata	R1	../../processing_test/T_caries/DNA/Tca_S000D03/data//S000D03_ATGTCA_L001_trim_4-0-0_R1.fq	97	14311341
S000D03	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D03_ATGTCA_L001_R1.fq	101	14311341
S000D03	trimdata	R2	../../processing_test/T_caries/DNA/Tca_S000D03/data//S000D03_ATGTCA_L001_trim_4-0-0_R2.fq	97	14311341
S000D03	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D03_ATGTCA_L001_R2.fq	101	14311341
S001381	trimdata	R1			
S001381	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231FACXX/S001381_ATTCCT_L006_R1.fq	101	37220327
S001381	trimdata	R2			
S001381	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231FACXX/S001381_ATTCCT_L006_R2.fq	101	37220327
S001707	trimdata	R1			
S001707	rawdata	R1			
S001707	trimdata	R2			
S001707	rawdata	R2			
S00171C	trimdata	R1			
S00171C	rawdata	R1			
S00171C	trimdata	R2			
S00171C	rawdata	R2			
